Token,Weirdness
микроструктурный,0.0
погружаться,0.0
ьзование,0
убик,0
кахор,0
алма-ата,0
одир,0.0
баротович,0
агроэкосистема,0
аправить,0
синтетич,0
органическо,0
иоразнообразие,0
дождевой,0
хорак,0
узум,0
навларинить,0
турлить,0
усуллард,0
лашня,0
ташкил,0
этишнинга,0
амиять,0
атмосферася,0
ариладиган,0
мухитида,0
лашн,0
тургунпулатов,0
маллабай,0
пастила,0
шохсан,0
одилжон,0
тохиржанович,0
биосоединение,0
фитонцид,0
пастильный,0
лакомство,0
пюре,0.0
перекус,0.0
неповторимый,0.0
айва,0.0
малина,0.0
элюирование,0.0
дада,0.0
беременная,0.0
рензяева,0
назимов,0
стереть,0.0
лань,0.0
быстревский,0
елизавета,0.0
земляков,0
ёкубжанов,0
баранина,0
суммасодержание,0
кусов,0
органолептическ,0
усушка,0
джахангиров,0.0
скубаков,0
хурма,0
зинатуллаевич,0
парфюмерно-косметический,0.0
сабиржанович,0
арин,0.0
криопротектор,0
моносахаридный,0.0
заморозить,0.0
фруктоза,0.0
замораживание,0.0
хлебный,0.0
денатурация,0.0
заморозка,0.0
трегалоза,0
бетаин,0
лактоза,0
полуфабрить,0
сладость,0.0
несладкий,0
проламин,0
денатурировать,0
дисульфидный,0.0
предотвращаться,0
добаво,0
спир,0.0
торастворимый,0
врпс,0
оксалат,0.0
бутанол-пиридин-вод,0
проявитель,0
спиртовый,0.0
гидролизат,0.0
деонизировать,0
хроматографировать,0.0
инжектор,0.0
альдононитрил,0
нпво,0
инактивация,0.0
гидромодуль,0.0
осаждать,0.0
отфильтровывать,0.0
диализовать,0
хурмо,0
уроновое,0
сходный,0.0
невязкий,0
пуаз,0
мономерный,0.0
галактуронов,0.0
арабиноз,0.0
ксилоза,0.0
галактоза,0
титриметрический,0
низкоэтерифицировать,0
кс-свободный,0
кэ-этерифицировать,0
сэ-степень,0
рамноз,0.0
гетерополисахарид,0
высокоэтерифицировать,0
тложенна,0
упруго-деформационный,0
дрожжевой,0
аймухамедов,0
шелухина,0
фрунзе,0.0
илим,0.0
арасимович,0
кишинёв,0.0
штиинец,0
кенийз,0
миръазам,0
фозилжон,0
машрабжанович,0
абрикос,0.0
нектар,0.0
десерт,0.0
чипсы,0.0
джема,0
тыквенный,0
сортир,0
кипячение,0.0
фасовка,0.0
абрикосовый,0
тыквенно-абрикосовый,0
тыквенно-сливовый,0
уничтожить,0.0
предп,0
риятия,0
арбузный,0
тройство,0
орг,0.0
нолептический,0
дынно-сливовый,0
небол,0
ьша,0
дынный,0
гармоничный,0.0
четаний,0.0
темнеть,0
полиза,0
сортировать,0
подготавливать,0.0
вибромик,0
этапо,0
конвекть,0
вной,0.0
асептический,0.0
мезной,0
йогурт,0.0
кисловатый,0
гическовать,0
полизний,0
ультур,0.0
лечебно-профилактический,0.0
тыквёный,0
зигоза,0
полисомной,0
уваривание,0
стерил,0.0
изованная,0
укупоривать,0
истёмный,0.0
сельхозпродукты,0
маллабоев,0
сайфитдин,0
садритдинович,0
интерфаол,0
тамойиллардан,0
фойдаланиб,0
таълиминь,0
итиша,0
таваккаловый,0
фосфоро-калиевый,0
мухтарджон,0
гранулирование,0.0
дефолиация,0
фосфатно-азотнокислый,0
каша,0.0
разложить,0
разбавлять,0.0
фильтр-пресса,0
збавляля,0
хлорамин,0.0
бромистый,0.0
йодометрический,0
тратный,0
молибдат,0
перманганат,0.0
дифференциально-фотометрический,0
фотометрический,0
комплексонометрический,0.0
хлорфосфорный,0
вакуум-насос,0
бразец,0
фотометрия,0
фторселективный,0
пк-удобрение,0
фосфатно-азотный,0
муж,0.0
киса,0.0
закономернос,0
фосфатно-нитратный,0
винникнуть,0.0
ербановый,0
слойный,0
селитракс,0
формакс,0
хлораминовый,0
стифатов,0
рублинецкий,0
губа,0.0
мистер,0
апатитовый,0
лицензия,0.0
сабиров,0.0
надир,0
камилжанович,0
микроэлементный,0.0
творожный,0
подсырный,0
подсыр,0
отличиться,0.0
микроэлементый,0
зерно-молочный,0
нейтронно-активационный,0
лючаять,0.0
убыточный,0.0
малоценный,0
диссоциируть,0
чп,0
тилло,0
домор,0
творог,0
ультрафильтрат,0.0
нейтронный,0
инаа,0
нейтрон,0
испускаемочь,0
облучить,0.0
экспрессный,0
радионуклидный,0.0
сырный,0
ультрамикроэлемент,0
кисло-молочный,0
храмец,0.0
сенкевич,0
ридель,0
агропромиздат,0
киста,0.0
нейтронно-радиационный,0
музафаров,0
зернобобовый,0
премикс,0.0
холида,0
мухсинович,0
псевдозерновой,0
чиляк,0
универсал,0
соля,0
засухоустойчивый,0
сокоурожайный,0
ефицит,0
профицит,0
высокоурожайный,0
маргинальный,0.0
просовидный,0
злакоподобный,0
вниихп,0
одержаться,0
водопоглотительный,0
дунст,0
крупка,0
разовый,0.0
просеивание,0
недроблёный,0
шелушение,0.0
всаа,0
акс,0.0
триада,0.0
полноценность,0.0
соотношень,0.0
гериатрический,0.0
синдром,0.0
старческий,0.0
астения,0.0
мальнутриций,0
саркопение,0.0
мышца,0.0
барвихинский,0
шероховатый,0.0
сероватый,0.0
пропечённость,0
пропечь,0
промес,0
непромес,0
несбалансированность,0.0
микробиом,0.0
раженный,0
корячкина,0.0
макаронный,0
березин,0.0
фгоу,0
госуниверситет-унпк,0
поландовый,0
пронуть,0
блинный,0
дубцов,0
мельник,0.0
рустёмов,0
ребезов,0
стабровский,0
оизводство,0
коротков,0.0
пашук,0
справочий,0
апет,0
юсубалиев,0
шойимов,0
диэлектрик,0
аширбой,0
солихо,0
сигнальный,0.0
разнополярный,0
доставлять,0.0
сельхозработник,0
хмитя,0
учный,0
росабоев,0
отсортировать,0
незрелый,0.0
горелый,0.0
плодовитость,0
трибодиэлектрический,0
эчс-м,0
получай,0
высыпание,0.0
семян,0
винипласт,0
электросортировочный,0
весенне-осенний,0
выполнёный,0.0
противопо,0
несмотр,0
выполенный,0
оцена,0.0
двухвинтовой,0
вращяться,0
навками,0
просверлить,0
навить,0
паз,0.0
рейка,0
затравочный,0
притянуть,0
бифилярный,0
разнополюсный,0
шестерня,0.0
стент,0.0
подвешивать,0
кронштейн,0
шойим,0
асраев,0
семясортировочный,0
чдс,0
уза,0.0
буксмть,0
электросепарация,0
нииить,0
эшкувват,0
козим,0
абдимуродов,0
фотосинтез,0
казимович,0
хуснитдин,0
стебло,0
фотосинтетический,0
уражий,0
агрофон,0
высадить,0.0
осев,0
чиллак,0
половчанка,0
боявута,0
среднесолёный,0
фенологический,0
высадка,0
облистность,0
адка,0.0
ерена,0
засев,0
мотивац,0.0
листва,0
муддатилари,0
мамлакатимиз,0
айся,0
давр,0
анча,0
белгилангани,0
шиев,0
эшкувато,0
симликлара,0
дорий,0
белгиларь,0
ртасидага,0
корреляцион,0
ланишлара,0
згарувчанлик,0
навр,0
нашриёть,0.0
нажмиддин,0
биометрика,0
муддатларининг,0
сисать,0
ривожланишига,0
шишлянников,0
учебно-метод,0
эшкуват,0
морфологик,0
даражасиг,0
меъёрининг,0
етиштириш,0
технологиясиг,0
биринч,0
миллия,0
температурно-давленческий,0
реработка,0
биогаз,0
давленческий,0
тография,0
ижение,0
вязкос,0
перерабатываемость,0
агропродовольственный,0
жулбек,0
цитогуминовый,0
кишмишный,0
сали,0.0
гулистонский,0
росторегулировать,0
цитогумат,0
кисть,0.0
плодоножка,0
рудиментарный,0
примя,0.0
кишмиш,0
овальный,0.0
согдиана,0
риева,0
енилеева,0
ягодный,0
танический,0
доспехов,0
ассимиляционный,0
побег,0.0
виноградов,0.0
бурий,0
енилей,0
витковский,0.0
доспех,0
бессемянный,0
воиш,0
наследование,0.0
волокновое,0
хожамберген,0
насима,0
маменович,0
салар,0
ибодиллаев,0
суннатулла,0
турап,0
хайруллаевич,0
сочетательный,0
трансгрессия,0
доминантный,0.0
рецессивный,0
эсановый,0
нозакат,0
бурханович,0
урол,0.0
зарафшон,0
шелководство,0.0
серица,0
элегантность,0
растягиваемость,0
чшение,0
узбекипаксаноат,0
ффективный,0.0
ученые-генетики-селекционер,0
насириллаев,0
данияр,0.0
уход,0.0
шелковичный,0
гусеница,0.0
укутывание,0
подстилочный,0.0
бязь,0
черви,0.0
экономиться,0.0
толстомер,0
тагбош,0
талия,0.0
овал,0.0
зарафшан,0
размотка,0
насруллаев,0
зооветеринария,0
сноповый,0
полушарие,0.0
полюсный,0
существующый,0
художество,0
бехзода,0
алимжонович,0
платье,0
амик,0.0
конструктивно-композиционный,0
авторегрессионный,0
недрять,0
уценка,0
складской,0
неактуальный,0
шрайбфедер,0
авторегрессия,0
сменяемый,0
веблен,0
статусный,0.0
социологический,0.0
культурологический,0.0
типологический,0.0
недопоставка,0
художественно-конструктивный,0
интервью,0.0
мгудт,0
покупательский,0
продать,0
совершение,0.0
изда,0
пожелание,0.0
модна,0
конструкивный,0
устаревание,0
субъективный,0.0
енский,0
масс-маркет,0
люксовый,0
цикличный,0
формализация,0.0
сперсия,0
форматрапецияпесочный,0
часыовалпрямоуголный,0
длинаминидо,0
коленмидимакси,0
привлекательностидлина,0
покрой,0
рукав,0
членение,0
грудь,0.0
бедро,0.0
пройма,0
вырез,0
воротник,0
украшение,0.0
фасон,0
трендов,0
крой,0
декор,0
пошив,0
быстроменяющийся,0
трен,0
сабай,0
праздный,0
кобляково,0
галун,0
бдукаримов,0
назиржон,0
мухаммаджанович,0
малоуглеродистый,0
импульсно-периодический,0
электронно-лучевой,0
закаление,0
имас,0
ходыкий,0
рэдить,0
вейко,0
либенсон,0
лениздат,0
григорьянц,0
шигановый,0.0
термоупрочнение,0
аборкина,0
бабин,0
бокарев,0.0
ёлкин,0.0
алюмоматричный,0
унт,0.0
живучесть,0
живкома,0
эргашевич,0
борот,0
плюсовой,0
склейка,0
роликовый,0
приёмно-передающий,0
натяжной,0.0
высыпаться,0
бесконечно-замкнутый,0
эвм,0
пахтаня,0
кулиевнинг,0
умумия,0
тахрири,0
сотида,0
тошшкент,0
пахтасаноат,0
маркази,0
полвоновый,0
дворецкий,0
тамбов,0.0
холйигитов,0
амиркулов,0
смирна,0
кострома,0
структурно-имитационный,0
учасок,0
практик,0.0
нормировка,0
построй,0
соприк,0
затрудняться,0.0
вейбулла,0
логнормальный,0
цикличёска,0
цикличность,0.0
визуализироваться,0.0
аппроксима,0
кас,0.0
наклонить,0
хкас,0
бета-распределение,0
раскладка,0
забродин,0
дасюк,0
взадача,0
тисо,0
монах,0.0
ниёзов,0
илгор,0
султоновый,0.0
ситор,0
удалой,0
полоскание,0.0
отбеливание,0.0
солесодержание,0
шестивалентный,0.0
окрашенность,0
хлопьеобразов,0
хлопья,0.0
слипание,0
микрофлокула,0
ейтрализация,0
отталкивание,0
имическай,0
укрупнение,0
укрупнённый,0.0
оседать,0.0
удалить,0.0
высокоокрашенный,0
алюминиесодержащий,0
обнаружимый,0
олучить,0.0
азываета,0.0
алибеков,0
штёпа,0
дунай,0
киреев,0.0
шикунец,0
козырь,0
нестеров,0.0
кондратюк,0
сарибек,0
кадер,0
любарский,0.0
ортиковый,0
фаезти,0
рахмонкул,0
шахрисабзский,0.0
шахрисабз,0
сардорджон,0
салимджон,0
кахрамон,0.0
хушвакович,0
смесительный,0
многокритериа,0
льной,0.0
вдохновить,0
недостижимый,0.0
скрещивание,0.0
мутация,0.0
многокритериальный,0
технологиялари,0
налишида,0
виртуал,0
тушунч,0
раззак,0
бердаковы,0
айтжан,0
собиржон,0
раевич,0
дауранбай,0
есенбаевич,0
орын,0
джало,0
асбаевич,0
ввинчивание,0
шуруп,0
клеёный,0
выдёргивание,0
бесклеевой,0
утопить,0
сосна,0
пихта,0
осина,0
а-сосна,0
б-пихта,0
в-местный,0
дереветь,0
высокосортный,0
податливость,0.0
изготавливать,0.0
лоно,0.0
вырыв,0
волик,0
новополоцк,0.0
актуализированна,0
снип,0
минрегион,0
жижения,0
углублять,0.0
льтернативный,0.0
ериал,0.0
азрушение,0
нагруз,0.0
ламонино,0
нуриллаев,0
оттаивание,0.0
хадичабон,0
нанокомпонент,0
калорим,0
наноглина,0
пурханатдин,0
аман,0.0
пурханатдинович,0
каракапакский,0
тохтаевич,0
еримбет,0
бердимурат,0
карлыбаевич,0
орынгала,0
джалгасбаевич,0
учсать,0
джамансайский,0
кушканатауский,0
вспучивание,0.0
монтмориллонитовый,0
утепление,0
иродный,0
эн,0.0
ергоэффективный,0
форт,0.0
бентон,0
вайоминг,0
бледноголуб,0
бентонитообразный,0
тамдытау,0
навбахор,0
сардар,0
улус,0
шорс,0
логан,0
гузан,0
бебулка,0
куксарек,0
сумсара,0
касантау,0
дехканабад,0
хавдак,0
бентонициев,0
кушканатау,0
ходжакуль,0
бестоба,0
крантау,0
кабакт,0
кызыл,0.0
жар,0
актумсука,0
шахпахтеть,0
айбугир,0
учсайский,0
аральский,0.0
изучий,0.0
азкамар,0
северного-жамансай,0
зкамар,0
северо-жамансай,0
ненормироваться,0
месторждение,0
джамансай,0
керамзитовый,0
рентгеннограмма,0
гидрослюдо-монтмориллонитовый,0
сверхлёгкий,0
гилларь,0
рулонли,0
гидроизоляцион,0
керамик,0.0
кошинлара,0
автореферать,0
ноорганик,0
институть,0
ниязов,0
огнеупор,0
содить,0
балыкбаев,0
тамшыбаев,0
кыргызбаев,0
истон,0
хомашё,0
сурсларь,0
керамзитнинг,0
энергиятежамкор,0
таркибинить,0
фалсафа,0
диссертациясининг,0
ствия,0
дробеструйный,0
нанокомпозитный,0.0
рытия,0
величить,0.0
разрушить,0.0
отслоение,0
удорожание,0
тараканов,0
саваренский,0
карина,0.0
рафаэлиевич,0
раасна,0
демонстрироваться,0.0
миллионник,0
приречный,0
урбанистика,0
визуально-эстетический,0
темза,0
лондонский,0
графство,0
осмысление,0.0
береговой,0.0
берег,0.0
вычленяться,0
изменяемость,0
несовершенный,0.0
печёнкин,0.0
комсомольска-на,0
амур,0
иртыш,0
инвентаризация,0
протяжённость,0.0
причал,0
областной,0.0
урез,0
набережная,0.0
прогулка,0.0
администр,0
музей,0.0
театр,0.0
галерея,0
наделить,0.0
автостоянка,0
парковочный,0
гараж,0
перенаправить,0.0
гармония,0.0
гуманность,0
благоустроенный,0
многослойность,0.0
бархин,0.0
бунин,0
брунов,0
архитектурно-планировочный,0
влагообмен,0
теплотехнический,0
здань,0
кров,0.0
кохановый,0.0
некрасов,0.0
утеплитель,0
невентилируемый,0
бесчердачный,0
оговорка,0.0
ровельный,0
саудовский,0.0
авий,0
тропик,0
средо,0
подкровельный,0
буря,0.0
аэратор,0
парапетный,0
беспрепятственный,0.0
металлополимерный,0
минераловатный,0
пароизоляция,0
гидроизоляционный,0
пароизоляционный,0
застройщик,0
чердак,0
неэксплуатируемый,0
раскладываться,0.0
разуклонка,0
ливнесток,0
приточный,0
проветривание,0
параизоляция,0
стяжка,0.0
мостик,0.0
вентканал,0
асположение,0
треба,0.0
кохан,0
чрезвычайный,0.0
тарасов,0.0
трикст,0
эллипс,0
молдаханов,0
гулназа,0
бейсенович,0
ходжикова,0
сагындыков,0
казахский,0.0
аффинный,0
аналитич,0
еский,0.0
балтабаев,0
мавлуда,0
жаббарбергенович,0
юлибоевич,0
обменник,0
теплоносить,0
парогенератор,0
тен,0.0
перекачка,0
ртутный,0.0
ага,0.0
парало,0
лельный,0
горе,0
двигать,0.0
охладиться,0
ковый,0.0
топка,0.0
гюльмисарян,0
колосс,0
хурмамт,0
савенка,0
кенджабоев,0
шукурджон,0
муйдиновый,0.0
акбар,0.0
норматянович,0
алов,0.0
симлик,0
мойя,0
прессидага,0
бешинч,0
синф,0
айланм,0
кинематика,0.0
жуфтлигиня,0
урилмася,0
раев,0
йлама,0
ари,0
чали,0.0
жуфтликдаг,0
моменти,0
исобь,0
настраиваться,0.0
полка,0
вывешить,0
вол,0.0
противление,0
задвиг,0
нетривиальный,0
задвигание,0.0
шомпол,0
рассыпание,0
застревание,0.0
страгиваться,0
отождествить,0
отступать,0
немногий,0.0
нагрузка-прочность,0
распря,0.0
квадратический,0.0
зеркало,0.0
порциональный,0
атрон,0
амра,0
ченный,0.0
закрыться,0
носик,0.0
соот,0.0
ветствовать,0.0
эпюр,0
гильзами-однострелом,0
прижимать,0.0
вытряхивать,0
боваться,0
регистереть,0
привязывать,0
смодель,0
вытаскиваться,0
закусилася,0
вытащить,0
закусилися,0
товка,0
стараться,0.0
приступить,0.0
зад,0.0
рассчита,0
интерваля,0
фиксированный,0
стронуться,0
нечной,0
вытянуться,0
дея,0.0
компромиссный,0.0
отбраковка,0
отстрелять,0
компаратор,0
экспа,0.0
римент,0.0
декапсюлирование,0
пластиковый,0.0
бушинговый,0
подрезка,0
фуллсайза,0
скип,0
придумать,0.0
лупа,0.0
выдвигать,0.0
асания,0
сверхточный,0
болтовый,0
полуавтомат,0
распулен,0
обжать,0
растягиваться,0.0
депулиро,0
упср,0
нажимный,0
непревышение,0
охотничий,0.0
размах,0.0
сажаться,0
ставленый,0.0
отодвить,0.0
представительный,0
непрёв,0
знач,0.0
обес,0.0
печивать,0
непереть,0
годный,0.0
соревнование,0.0
охота,0.0
перекрыть,0
подго,0
рекомена,0
измерени,0.0
пределение,0.0
откло,0
вестном,0
ществовать,0.0
тога,0.0
вероить,0
опреда,0.0
перемножение,0
неисследованный,0.0
роятность,0
уметь,0.0
кача,0.0
захотеть,0
сомневаться,0.0
снаряжаться,0
обрести,0.0
обдуть,0
равностенной,0
отжечь,0
следовательский,0.0
подсчитываться,0.0
венцель,0
дэйв,0.0
бреннана,0
букварь,0
бенчрест-стрельба,0
ерохин,0.0
тепломассообменный,0
рдтта,0
лидер-м,0
ервыя,0
предусмат,0
риваета,0
соб,0.0
новление,0.0
однострела,0
квадрать,0
дойти,0.0
фунт,0
килограмм,0.0
новить,0.0
квад,0
ратический,0
гивания,0
релоадинга,0
зак,0.0
сывания,0
мёртвый,0.0
штангенциркуль,0
неидеальный,0.0
колп,0
притёртый,0
максималя,0
ерений,0
щественный,0.0
трудозатратный,0
поскол,0
фикаха,0
вычет,0
затронуть,0.0
моа,0
релоадинг,0
эстетика,0.0
подступ,0
достигай,0
чество,0.0
безупречный,0.0
вирджилой,0
однообразие,0
общепризнанный,0.0
рекорд,0
снайпинг,0
сосредотачивать,0
ствуют,0.0
снарядить,0
однинаков,0
прислать,0.0
озва,0
чивалиться,0
каковой,0.0
бенчресть,0
озаботить,0.0
стрелять,0
листик,0
втора,0.0
гута,0.0
разобраться,0.0
новка,0
разб,0
мишень,0.0
пробоина,0
елять,0
ков,0.0
прогнать,0
мандреть,0
параноидальный,0
ненужный,0.0
верстие,0
латунный,0
чивать,0.0
стенность,0
макронеровность,0
фаска,0
шершавость,0
верхность,0.0
разностенность,0
прослужить,0
цикло,0
окупиться,0
отлич,0.0
несоосность,0
растягивание,0
биение,0.0
мандрелый,0
неравност,0
разна,0
разностный,0
шестой,0.0
точить,0
безбушинговый,0
выравнять,0
изва,0
стной,0
заблуждение,0.0
подравнять,0
дефора,0
мации,0.0
мандресть,0
имущество,0.0
отжигать,0
ерхность,0.0
соос,0
бездоказательный,0
точилка,0
неравностенность,0
клон,0.0
яние,0.0
согласиться,0.0
обжиматься,0
нек,0
упускать,0.0
ударять,0
идить,0
смятие,0
пренебрегать,0.0
стружка,0.0
порошинка,0
деформить,0
подрезать,0
мануал,0
однотипность,0.0
поса,0.0
сжигать,0.0
наклёп,0
отлежаться,0
добиваться,0.0
похожесть,0
прятаться,0
наплыв,0.0
справляться,0.0
удивление,0.0
браковать,0
шеллхолдер,0
буквальный,0.0
перенастройка,0
лец,0.0
отыграть,0
пережечь,0
распирания,0
заклинивание,0.0
обжимать,0
некруглость,0
развалить,0
лася,0.0
незнаня,0
вскрыть,0.0
выставить,0.0
думать,0.0
галтовка,0
б-появление,0
вывернуть,0
бортик,0.0
машинка,0
согласный,0.0
дарить,0.0
эмоция,0.0
мостить,0.0
лишаться,0.0
вымыть,0
иголка,0.0
выворачивание,0
закрыть,0.0
освой,0
тактильный,0.0
рёкий,0.0
мендации,0
скотт,0
хьюстенский,0
комрма,0
рамазонов,0
жур,0
мехрангиз,0
конв,0
екции,0.0
бюссинеска,0
конечно-разностный,0
гидромеханика,0
ппсс,0
несжимаемый,0
полубесконечный,0
тепловыделение,0
кранк-николсон,0
прандтлить,0
янный,0
буссинеска,0
вертикал,0
нижние-в,0
навий,0
гебхарт,0
джалурия,0
махаджан,0
саммакий,0
свободно-конвективный,0
опокина,0
палани,0
кирубавати,0
кван,0
температуропроводность,0
теплофизика,0
дивергентный,0.0
фарходжон,0
тииимсха,0
райимович,0
яковлевич,0.0
гидропроект,0
мавляновый,0.0
сен-венана,0
приточность,0
щезти,0
гидравлик,0
коллинеарный,0
осреднённый,0
русеть,0
неразрывность,0
умножить,0.0
дифференцирование,0
взаимно-однозначный,0
тождественный,0.0
гидролог,0
венана,0
трактовка,0.0
милитеев,0
пульсационный,0.0
грядовой,0
барышник,0
русловый,0
гидрометеорология,0
гидрометеоиздат,0
шеренковы,0
гошгар,0
нариман,0
бурджалиев,0
алимурад,0
понтон,0
плавучий,0
буксировка,0
толкание,0
плавсредство,0
забойка,0
нутфуллой,0
субхонович,0
олмалыко,0
катанов,0.0
кузбасский,0
кузбасс,0.0
ризаесть,0
аминжонович,0
рустамбек,0
пеногель,0
пеногелевый,0
заливаться,0.0
загазованность,0
запирание,0
осколок,0.0
забоечный,0
отсесть,0
гидрогель,0.0
пенополистирол,0
мелочь,0
перебивание,0
волновод,0
детонатор,0
калось,0
укоротить,0.0
горнотранспортный,0
вскрышной,0
аммиачно-селитренный,0
регламентироваться,0.0
ростехнадзор,0
предосторожность,0.0
дробящий,0
кусковатость,0
отбивать,0
ерегулировать,0
ослабляться,0.0
фугасный,0
негабаритный,0
погрузочно-транспортный,0
дробильный,0
увязывать,0
стройматериал,0
мехлопата,0
негабарит,0
незаряженный,0
разнонаправленность,0.0
заряжание,0
флегматизированный,0
восприимчивость,0.0
флегматизация,0
шпагат,0
вылетать,0
гидрозабойка,0
гидрогелевый,0.0
тиксотропный,0
растекаться,0
разрывать,0.0
тонация,0
мегапаскаль,0
жуткий,0.0
рассредоточивать,0
фнип,0
прослоек,0
во-второй,0
пылеподавлять,0
гидрогелев,0
нетвердеющий,0
взрывна,0
торцовый,0
скелет,0.0
детонационный,0
скороса,0
акустический,0.0
защемить,0
нарастание,0.0
пережатие,0
газообраз,0
предусматереть,0
пенообразователь,0
быстротвердеющий,0
залить,0
сдвижение,0
структурно-прочностный,0
опережение,0.0
перераспределяться,0.0
капелька,0
нейтрализатор,0
госгортехнадзор,0
станюкович,0
орленко,0
исправить,0.0
баум,0
распор,0
санасарян,0
госгортехиздат,0
демидюк,0
скочинский,0
друкованый,0
куцый,0.0
комиро,0
семенюк,0.0
марченко,0.0
миндели,0
демичук,0
буткин,0
звон,0
паначёв,0
ташкиновый,0
промышлёный,0
зарегистр,0.0
минюст,0.0
эткина,0
азаркович,0
издат-в,0
мгга,0
сеиновый,0
жариков,0.0
удачин,0
гуринов,0
бюллетень,0.0
информационноаналитический,0.0
уруновый,0
бичурин,0
мислибаев,0
гияз,0
подвесной,0
жаринов,0
зык,0
кокин,0
митюковский,0
кузбасспромресурс,0
жинный,0
назаренко,0.0
радченко,0.0
укрниинтить,0
ященко,0
лещинский,0
шевкун,0
тихоокеан,0
кутузов,0.0
безматерный,0
берсенев,0.0
жаркен,0
бекетаев,0
киней,0
жунус,0
вилянский,0
оберёмкий,0
куринна,0
кузбассвузиздат,0
кузгт,0
тойчий,0.0
фрезерование,0.0
фрезерный,0
фомин,0.0
антонюк,0
трибоматериаловедческий,0
металурга,0
машинобудуванна,0
пирнаесть,0
мирхолик,0
темир,0
тежамкор,0
технологиялар,0
хорижие,0
олимларь,0
олаларь,0
демиденко,0.0
снигерёв,0
ваймер,0
сушко,0.0
сибади,0
лукаш,0
вировець,0
мельничук,0.0
дпрацюванний,0
шлях,0.0
пидвищенний,0
працездатность,0
дорожн,0
рицить,0
шмакина,0
седенковы,0
тысячелетие,0.0
триболог,0
чан,0.0
тхи,0
тхюй,0
бэкстеппинг,0
фкхань,0
ляпунов,0.0
кодиров,0
мухамаджонович,0
интегро,0
управленый,0
акор,0
желаемый,0.0
настороженный,0
осторожный,0.0
пидрегулятор,0
котлоагрегат,0
пид-закон,0
юсупбек,0
многошаговый,0
верлань,0
сизиковы,0
фрадков,0
кузовок,0
салычев,0
клейман,0.0
телемеханика,0
аникин,0.0
аит,0.0
васин,0
агеев,0.0
парпиева,0.0
тухлий,0
математи,0
алмахан,0
жолдасович,0
немадулла,0
ветеринар,0
цистерна,0.0
теплонесущий,0
взаимоисключающий,0
дитерменать,0
квантильный,0
диагональный,0.0
ефим,0.0
втуз,0
специлаьный,0
итинскай,0
карасев,0.0
свердлов,0
телеметрический,0
николай,0.0
арзамасский,0.0
арзамас,0.0
ростислав,0
электропитание,0
зработан,0
телеметрия,0
разбросать,0.0
дипломный,0
сопряжение,0.0
собный,0.0
энергоснаб,0
жения,0.0
дельный,0.0
мультиплексор,0
мультиплексный,0
абонентский,0
районный,0.0
числоимпульсный,0
разрядный,0.0
одовый,0
проводной,0.0
приёмопередатчик,0
конструктор,0
ехнологичность,0
свариваться,0
грунтовка,0
эмаль,0.0
окрашиваться,0.0
надпись,0
чатной,0
стеклотекстолит,0
сф,0.0
металлизация,0
хоровица,0
схемотехник,0
льперина,0
хилла,0
иддк,0
однокристальный,0
урусов,0
мологонцев,0
цп,0.0
внто,0
виловый,0
вриенко,0
лавриенко,0
ченко,0.0
вочник,0
блуд,0
юровский,0
кубк,0
любохинец,0
реалистичный,0.0
аватар,0
ии-аватар,0
любахинец,0
санта-моника,0
элижн,0
студио,0
искренний,0.0
благодарность,0.0
партнёр,0.0
диалог,0.0
онлайнсервис,0
ия-аватара,0
одология,0
улуч,0.0
ииаватар,0
ия-аватар,0
реализм,0
дел,0.0
вис,0
внеда,0.0
ии-решение,0
приватный,0
обман,0.0
дискомфорт,0.0
ставлять,0.0
голосовой,0.0
фронтенд,0
аудиосигнал,0
аудиовход,0
мимика,0.0
вебинтерфейс,0
отправо,0
слышать,0.0
синтаксис,0
намерение,0.0
интонация,0
веб-технология,0
двунаправить,0.0
взаить,0.0
бэкендом,0
беседа,0.0
эмпатический,0
человечный,0
кросс-браузерный,0
десктоп,0
планшет,0.0
полифиллов,0
калифорнийский,0
информироваться,0
уведомлять,0
юзабилити-тестирование,0
диалоговый,0
преобра,0
зования,0.0
мел-спектрограмма,0
фонема,0
визема,0
виземами,0
низколатентный,0
естественность,0.0
мультиязычность,0
неоптимизировать,0
юнит-тестирование,0
эмуляция,0
порционирование,0
предпочта,0
делять,0
циональность,0
ненной,0
листичный,0
совершить,0.0
вирт,0
бизнес-показатель,0.0
удовть,0.0
етворённость,0
цифический,0.0
мультикультурный,0
бизнес-цель,0.0
рустамов,0.0
дневник,0.0
дуальный,0.0
абдушарифович,0
офлайн-коммуникация,0
отслежать,0
наставник,0.0
разрозненность,0.0
практикант,0
студёный,0
тами,0.0
рол,0.0
муникация,0.0
тформа,0
чевыя,0
прить,0
куратор,0
реляционный,0.0
админ,0.0
квалифици,0
днев,0
тихомиров,0.0
синицин,0
маслов,0.0
саиди,0
раббизод,0
договорный,0.0
компания-партнёр,0
информ,0.0
нкция,0.0
предприятие-партнёр,0
цессами,0
редактирование,0.0
редакть,0
фильт,0
истечь,0.0
предостать,0.0
кастомизация,0
образовый,0.0
соответс,0.0
твовать,0.0
нажимать,0
просрочить,0
автоматизац,0
дый,0
вор,0
прина,0.0
цип,0
боровик,0.0
каляев,0
сопровожий,0
лапчик,0
корягин,0.0
бурнашева,0
исматуллаев,0
философский,0.0
фаритович,0
рената,0
дамирович,0.0
культурология,0.0
стремить,0
ценностный,0.0
сознание,0.0
